video_id,tag_id,tag_name,tag_level,crawl_time
7624873382114282803,TAG_LIFESTYLE,生活记录,1,2026-04-27 15:03:29.419272
7624873382114282803,TAG_TECHNOLOGY,科技,2,2026-04-27 15:03:29.419272
7624873382114282803,TAG_SPORTS,运动,3,2026-04-27 15:03:29.419272
7625140333864586559,TAG_SPORTS,运动,1,2026-04-27 15:03:44.201186
7625140333864586559,TAG_FUNNY,搞笑,2,2026-04-27 15:03:44.201186
7625266759122124394,TAG_MUSIC,音乐,1,2026-04-27 15:03:50.675791
7625266759122124394,TAG_TECHNOLOGY,科技,2,2026-04-27 15:03:50.675791
7625382302234791183,TAG_EDUCATION,知识科普,1,2026-04-27 15:03:59.209786
7625382302234791183,TAG_GAMING,游戏,2,2026-04-27 15:03:59.209786
7625382302234791183,TAG_LIFESTYLE,生活记录,3,2026-04-27 15:03:59.209786
7625492021486144777,TAG_GAMING,游戏,1,2026-04-27 15:04:07.974783
7625492021486144777,TAG_MUSIC,音乐,2,2026-04-27 15:04:07.974783
7625531481825330537,TAG_LIFESTYLE,生活记录,1,2026-04-27 15:04:16.156054
7625531481825330537,TAG_FASHION,时尚,2,2026-04-27 15:04:16.156054
7625531481825330537,TAG_PETS,萌宠,3,2026-04-27 15:04:16.156054
7625546845988749440,TAG_TECHNOLOGY,科技,1,2026-04-27 15:04:23.509657
7625546845988749440,TAG_FUNNY,搞笑,2,2026-04-27 15:04:23.509657
7625929057691078053,TAG_TRAVEL,旅行,1,2026-04-27 15:04:28.233944
7625931818142878995,TAG_PETS,萌宠,1,2026-04-27 15:04:35.276228
7625943440111941754,TAG_EDUCATION,知识科普,1,2026-04-27 15:04:41.027821
7625943440111941754,TAG_FUNNY,搞笑,2,2026-04-27 15:04:41.027821
7625983892776400448,TAG_LIFESTYLE,生活记录,1,2026-04-27 15:04:51.188564
7625983892776400448,TAG_SPORTS,运动,2,2026-04-27 15:04:51.188564
7625983892776400448,TAG_GAMING,游戏,3,2026-04-27 15:04:51.188564
7626039783856311604,TAG_FASHION,时尚,1,2026-04-27 15:04:57.781611
7626039783856311604,TAG_FUNNY,搞笑,2,2026-04-27 15:04:57.781611
7626039783856311604,TAG_PETS,萌宠,3,2026-04-27 15:04:57.781611
7626119147679665427,TAG_FASHION,时尚,1,2026-04-27 15:05:05.872896
7626232419351317796,TAG_LIFESTYLE,生活记录,1,2026-04-27 15:05:12.056840
7626285740250418473,TAG_MUSIC,音乐,1,2026-04-27 15:05:23.124440
7626285740250418473,TAG_GAMING,游戏,2,2026-04-27 15:05:23.124440
7626285740250418473,TAG_FASHION,时尚,3,2026-04-27 15:05:23.124440
7626294890775145403,TAG_LIFESTYLE,生活记录,1,2026-04-27 15:05:32.681175
7626305366351007011,TAG_MUSIC,音乐,1,2026-04-27 15:05:37.339711
7626305366351007011,TAG_SPORTS,运动,2,2026-04-27 15:05:37.339711
7626584955816021274,TAG_FOOD,美食,1,2026-04-27 15:06:07.436596
7626584955816021274,TAG_FASHION,时尚,2,2026-04-27 15:06:07.436596
7626684177663986971,TAG_SPORTS,运动,1,2026-04-27 15:06:14.274431
7626684177663986971,TAG_FASHION,时尚,2,2026-04-27 15:06:14.274431
7626684177663986971,TAG_GAMING,游戏,3,2026-04-27 15:06:14.274431
7626700596619348401,TAG_TECHNOLOGY,科技,1,2026-04-27 15:06:18.899887
7626700596619348401,TAG_TRAVEL,旅行,2,2026-04-27 15:06:18.899887
7627061029150805302,TAG_LIFESTYLE,生活记录,1,2026-04-27 15:06:25.822427
7627061029150805302,TAG_FASHION,时尚,2,2026-04-27 15:06:25.822427
7627061029150805302,TAG_EDUCATION,知识科普,3,2026-04-27 15:06:25.822427
7627071685094657299,TAG_PETS,萌宠,1,2026-04-27 15:06:32.656854
7627071685094657299,TAG_ENTERTAINMENT,娱乐,2,2026-04-27 15:06:32.656854
7627097855253089579,TAG_GAMING,游戏,1,2026-04-27 15:06:42.052120
7627097855253089579,TAG_MUSIC,音乐,2,2026-04-27 15:06:42.052120
7627097855253089579,TAG_FASHION,时尚,3,2026-04-27 15:06:42.052120
7627138316899056603,TAG_ENTERTAINMENT,娱乐,1,2026-04-27 15:06:52.655516
7627138316899056603,TAG_TECHNOLOGY,科技,2,2026-04-27 15:06:52.655516
7627138316899056603,TAG_TRAVEL,旅行,3,2026-04-27 15:06:52.655516
7627193816662936883,TAG_FOOD,美食,1,2026-04-27 15:07:02.753111
7627193816662936883,TAG_ENTERTAINMENT,娱乐,2,2026-04-27 15:07:02.753111
7627193816662936883,TAG_TRAVEL,旅行,3,2026-04-27 15:07:02.753111
7627326318220201258,TAG_TRAVEL,旅行,1,2026-04-27 15:07:13.373333
7627326318220201258,TAG_EDUCATION,知识科普,2,2026-04-27 15:07:13.373333
7627338394946784563,TAG_EDUCATION,知识科普,1,2026-04-27 15:07:22.385289
7627416174665452806,TAG_FOOD,美食,1,2026-04-27 15:07:42.802850
7627416174665452806,TAG_GAMING,游戏,2,2026-04-27 15:07:42.802850
7627417139495256057,TAG_SPORTS,运动,1,2026-04-27 15:07:50.364153
7627431605422901425,TAG_TRAVEL,旅行,1,2026-04-27 15:07:57.016408
7627431605422901425,TAG_MUSIC,音乐,2,2026-04-27 15:07:57.016408
7627431605422901425,TAG_TECHNOLOGY,科技,3,2026-04-27 15:07:57.016408
7627441271367290164,TAG_TRAVEL,旅行,1,2026-04-27 15:08:06.412546
7627472380595910747,TAG_LIFESTYLE,生活记录,1,2026-04-27 15:08:13.955195
7627472380595910747,TAG_EDUCATION,知识科普,2,2026-04-27 15:08:13.955195
7627472380595910747,TAG_FOOD,美食,3,2026-04-27 15:08:13.955195
7627472699962576166,TAG_EDUCATION,知识科普,1,2026-04-27 15:08:26.859788
7627472699962576166,TAG_PETS,萌宠,2,2026-04-27 15:08:26.859788
7627472699962576166,TAG_FOOD,美食,3,2026-04-27 15:08:26.859788
7627626727761513778,TAG_FOOD,美食,1,2026-04-27 15:08:31.503859
7627626727761513778,TAG_MUSIC,音乐,2,2026-04-27 15:08:31.503859
7627693001658504421,TAG_SPORTS,运动,1,2026-04-27 15:08:36.990633
7627693001658504421,TAG_ENTERTAINMENT,娱乐,2,2026-04-27 15:08:36.990633
7627771722061696308,TAG_TRAVEL,旅行,1,2026-04-27 15:08:39.101759
7627790321199705009,TAG_FOOD,美食,1,2026-04-27 15:08:41.938636
7627790321199705009,TAG_EDUCATION,知识科普,2,2026-04-27 15:08:41.938636
7627792713907195190,TAG_FUNNY,搞笑,1,2026-04-27 15:08:49.841221
7627792713907195190,TAG_FASHION,时尚,2,2026-04-27 15:08:49.841221
7627796121867341075,TAG_LIFESTYLE,生活记录,1,2026-04-27 15:08:58.503082
7627796121867341075,TAG_FOOD,美食,2,2026-04-27 15:08:58.503082
7627796121867341075,TAG_TRAVEL,旅行,3,2026-04-27 15:08:58.503082
7627822640091459546,TAG_FOOD,美食,1,2026-04-27 15:09:14.033084
7627822640091459546,TAG_GAMING,游戏,2,2026-04-27 15:09:14.033084
7627886327517711651,TAG_PETS,萌宠,1,2026-04-27 15:09:23.796308
7628060646696815926,TAG_ENTERTAINMENT,娱乐,1,2026-04-27 15:09:31.671785
7628060646696815926,TAG_EDUCATION,知识科普,2,2026-04-27 15:09:31.671785
7628060646696815926,TAG_FASHION,时尚,3,2026-04-27 15:09:31.671785
7628110680549705189,TAG_TECHNOLOGY,科技,1,2026-04-27 15:09:36.588829
7628127330842662905,TAG_GAMING,游戏,1,2026-04-27 15:09:43.169531
7628207227194723611,TAG_MUSIC,音乐,1,2026-04-27 15:10:03.894511
7628207227194723611,TAG_TECHNOLOGY,科技,2,2026-04-27 15:10:03.894511
7628207227194723611,TAG_FASHION,时尚,3,2026-04-27 15:10:03.894511
7628551587098610963,TAG_GAMING,游戏,1,2026-04-27 15:10:25.561536
7628551587098610963,TAG_FUNNY,搞笑,2,2026-04-27 15:10:25.561536
7628553852249267967,TAG_GAMING,游戏,1,2026-04-27 15:10:35.827864
7628558364116651304,TAG_FOOD,美食,1,2026-04-27 15:10:46.536612
7628593328451226926,TAG_MUSIC,音乐,1,2026-04-27 15:10:51.524900
7628593328451226926,TAG_FOOD,美食,2,2026-04-27 15:10:51.524900
7628628390169414921,TAG_MUSIC,音乐,1,2026-04-27 15:10:53.784309
7628628390169414921,TAG_TECHNOLOGY,科技,2,2026-04-27 15:10:53.784309
7628628390169414921,TAG_PETS,萌宠,3,2026-04-27 15:10:53.784309
7628861580435934518,TAG_ENTERTAINMENT,娱乐,1,2026-04-27 15:10:56.260932
7628861580435934518,TAG_SPORTS,运动,2,2026-04-27 15:10:56.260932
7628861580435934518,TAG_TRAVEL,旅行,3,2026-04-27 15:10:56.260932
7628906864238939392,TAG_TECHNOLOGY,科技,1,2026-04-27 15:11:05.249991
7628944573020130579,TAG_TRAVEL,旅行,1,2026-04-27 15:11:23.702024
7628944573020130579,TAG_FASHION,时尚,2,2026-04-27 15:11:23.702024
7628946780247428378,TAG_SPORTS,运动,1,2026-04-27 15:11:33.748366
7628946780247428378,TAG_FOOD,美食,2,2026-04-27 15:11:33.748366
7629268617456143670,TAG_SPORTS,运动,1,2026-04-27 15:11:43.291468
7629275610287795121,TAG_FASHION,时尚,1,2026-04-27 15:11:53.477623
7629275610287795121,TAG_LIFESTYLE,生活记录,2,2026-04-27 15:11:53.477623
7629284843255237914,TAG_FASHION,时尚,1,2026-04-27 15:12:03.807644
7629284843255237914,TAG_TECHNOLOGY,科技,2,2026-04-27 15:12:03.807644
7629284843255237914,TAG_GAMING,游戏,3,2026-04-27 15:12:03.807644
7629325567690794995,TAG_TRAVEL,旅行,1,2026-04-27 15:12:14.072011
7629325567690794995,TAG_TECHNOLOGY,科技,2,2026-04-27 15:12:14.072011
7629362643128150449,TAG_TECHNOLOGY,科技,1,2026-04-27 15:12:25.993580
7629362643128150449,TAG_FOOD,美食,2,2026-04-27 15:12:25.993580
7629560213787413800,TAG_LIFESTYLE,生活记录,1,2026-04-27 15:12:33.286836
7629560213787413800,TAG_ENTERTAINMENT,娱乐,2,2026-04-27 15:12:33.286836
7629647541226753295,TAG_LIFESTYLE,生活记录,1,2026-04-27 15:12:40.240233
7629661151560204276,TAG_TRAVEL,旅行,1,2026-04-27 15:12:49.401678
7629672736956108072,TAG_GAMING,游戏,1,2026-04-27 15:13:06.974684
7629672736956108072,TAG_ENTERTAINMENT,娱乐,2,2026-04-27 15:13:06.974684
7629694390683962624,TAG_ENTERTAINMENT,娱乐,1,2026-04-27 15:13:15.117251
7629694390683962624,TAG_PETS,萌宠,2,2026-04-27 15:13:15.117251
7629694390683962624,TAG_TECHNOLOGY,科技,3,2026-04-27 15:13:15.117251
7629701737275998309,TAG_FOOD,美食,1,2026-04-27 15:13:23.220945
7629710513185869107,TAG_GAMING,游戏,1,2026-04-27 15:13:31.547925
7629710513185869107,TAG_TECHNOLOGY,科技,2,2026-04-27 15:13:31.547925
7629801442697903802,TAG_PETS,萌宠,1,2026-04-27 15:13:38.763052
7630024688740102137,TAG_ENTERTAINMENT,娱乐,1,2026-04-27 15:13:43.197795
7630024688740102137,TAG_TECHNOLOGY,科技,2,2026-04-27 15:13:43.197795
7630026128996706225,TAG_FASHION,时尚,1,2026-04-27 15:13:49.362819
7630028593015346377,TAG_TECHNOLOGY,科技,1,2026-04-27 15:13:54.520762
7630056950717222159,TAG_GAMING,游戏,1,2026-04-27 15:14:01.230688
7630056950717222159,TAG_FASHION,时尚,2,2026-04-27 15:14:01.230688
7630056950717222159,TAG_FUNNY,搞笑,3,2026-04-27 15:14:01.230688
7630085171941900456,TAG_PETS,萌宠,1,2026-04-27 15:14:13.756529
7630085171941900456,TAG_FASHION,时尚,2,2026-04-27 15:14:13.756529
7630085171941900456,TAG_SPORTS,运动,3,2026-04-27 15:14:13.756529
7630096638253616435,TAG_SPORTS,运动,1,2026-04-27 15:14:20.082468
7630096638253616435,TAG_PETS,萌宠,2,2026-04-27 15:14:20.082468
7630304849803873574,TAG_LIFESTYLE,生活记录,1,2026-04-27 15:14:33.220944
7630304849803873574,TAG_TRAVEL,旅行,2,2026-04-27 15:14:33.220944
7630329911005154595,TAG_GAMING,游戏,1,2026-04-27 15:14:40.598495
7630329911005154595,TAG_FASHION,时尚,2,2026-04-27 15:14:40.598495
7630329911005154595,TAG_MUSIC,音乐,3,2026-04-27 15:14:40.598495
7630333079898361128,TAG_LIFESTYLE,生活记录,1,2026-04-27 15:14:50.268226
7630333079898361128,TAG_SPORTS,运动,2,2026-04-27 15:14:50.268226
7630333079898361128,TAG_EDUCATION,知识科普,3,2026-04-27 15:14:50.268226
7630742038295629108,TAG_FUNNY,搞笑,1,2026-04-27 15:14:57.049509
7630742038295629108,TAG_GAMING,游戏,2,2026-04-27 15:14:57.049509
7630742038295629108,TAG_SPORTS,运动,3,2026-04-27 15:14:57.049509
7630746470311922984,TAG_EDUCATION,知识科普,1,2026-04-27 15:15:05.196921
7630746470311922984,TAG_FASHION,时尚,2,2026-04-27 15:15:05.196921
7630746470311922984,TAG_FOOD,美食,3,2026-04-27 15:15:05.196921
7630750215242610875,TAG_MUSIC,音乐,1,2026-04-27 15:15:15.550102
